the_geom,BORO,BLOCK,LOT,BBL,TYPE,Shape_STAr,Shape_STLe
"MULTIPOLYGON (((-73.75563096462874 40.72471784629931, -73.75548453239615 40.72480958582683, -73.75539443800163 40.724725085768284, -73.75514503512687 40.72430136782857, -73.75514060401213 40.7242887309725, -73.75513886539487 40.72427571923908, -73.75513986335105 40.72426266250255, -73.75514357257885 40.7242498917779, -73.7551498990403 40.72423773082887, -73.7551586823455 40.72422648796007, -73.75516969981886 40.72421644820072, -73.75518267214461 40.72420786607871, -73.7551972704479 40.72420095916781, -73.75524456157392 40.724253487468616, -73.75528437481603 40.72430948953882, -73.75531627375476 40.7243683515296, -73.75533990871784 40.724429428242296, -73.75535502061379 40.724492050200496, -73.75535912566508 40.72452458093828, -73.75563096462874 40.72471784629931)))",4,20116,9999,4201169999,2,7870.31653981,535.363691092
"MULTIPOLYGON (((-73.83733782019078 40.76274237175668, -73.83714218851138 40.762769950722394, -73.8366699367123 40.76284811785795, -73.83645677983982 40.76288389063057, -73.8364006353471 40.76258392805334, -73.83730140540642 40.76248835336757, -73.83733782019078 40.76274237175668)))",4,24000,9986,4240009986,1,25277.1514384,704.906817877
"MULTIPOLYGON (((-73.83281623767893 40.74936030643783, -73.8325783675965 40.749328058647265, -73.83259935233596 40.74924174396599, -73.83283535575734 40.749271252362085, -73.83281623767893 40.74936030643783)))",4,24000,9991,4240009991,1,2159.75433016,198.070806875
"MULTIPOLYGON (((-73.84259750535986 40.741632441686185, -73.84242924798083 40.741714194799414, -73.84220456784632 40.741312832207235, -73.84238098320434 40.74123403524676, -73.84259750535986 40.741632441686185)))",4,24000,9993,4240009993,1,8745.44559517,428.015653954
"MULTIPOLYGON (((-74.00963616370622 40.749050073792375, -74.00873551978698 40.75152916371406, -74.00780346782727 40.751344588220064, -74.00876316921683 40.748819299677905, -74.00892183463446 40.74877032157605, -74.00963616370622 40.749050073792375)))",1,20098,9999,1200989999,2,251471.672084,2431.67474111
"MULTIPOLYGON (((-73.94868294306141 40.83637635008156, -73.94837619332887 40.83625148397114, -73.94872032437358 40.83507911679608, -73.94906157801644 40.8351374327369, -73.94868294306141 40.83637635008156)))",1,20133,9999,1201339999,1,42719.6170349,1094.1038972
"MULTIPOLYGON (((-73.92975484229768 40.80099630551016, -73.92985758098446 40.80134334485404, -73.92981947795094 40.80132755842308, -73.92996118383867 40.80184204938831, -73.92998892618881 40.801968412136205, -73.93000961755072 40.80209555278377, -73.93002322092666 40.8022232442425, -73.93002971197836 40.80235125843878, -73.93002550466169 40.802769897009256, -73.9301215172175 40.803042794751306, -73.9300355235984 40.8031571915132, -73.93001956119656 40.80315020655891, -73.93000844359551 40.80316433944459, -73.93002672638657 40.80317352482744, -73.93001385895849 40.80318711148247, -73.92999811436138 40.80319881887549, -73.9299799596239 40.80320829973158, -73.92995993326716 40.80321527282113, -73.92966170356357 40.80270457942626, -73.92921882663524 40.801698581374296, -73.92912817539467 40.80137506184745, -73.92904248950812 40.80107112844718, -73.9289968344622 40.80068231514984, -73.92975484229768 40.80099630551016)))",1,20081,9999,1200819999,O,132392.439001,2069.91546508
"MULTIPOLYGON (((-73.95243071192843 40.76549888503059, -73.95238652771764 40.76548025336, -73.95248445930338 40.765342576100196, -73.9525300300268 40.765361671164015, -73.95243071192843 40.76549888503059)))",1,27002,9879,1270029879,3,810.27441311,142.497498244
"MULTIPOLYGON (((-73.78492301531949 40.67135563308254, -73.78481446432106 40.671213185174864, -73.78499491893733 40.67113200316496, -73.78510486344331 40.67127627975668, -73.78492301531949 40.67135563308254)))",4,20023,9999,4200239999,O,3510.92570001,237.057430591
"MULTIPOLYGON (((-73.72757498037834 40.6841301253765, -73.72662571309988 40.68602498489476, -73.72651003212896 40.685512795199365, -73.72649994100227 40.68534060558777, -73.72649897549493 40.68516824627467, -73.72650713710554 40.684995997404386, -73.72652441249807 40.68482413893952, -73.72655077352404 40.684652950206114, -73.7265861772688 40.684482709439386, -73.72663056612161 40.68431369333182, -73.7266838678698 40.68414617658335, -73.72676302675902 40.68392358896241, -73.72709143393132 40.68401287395044, -73.72757498037834 40.6841301253765)))",4,20021,9999,4200219999,2,113495.460055,1752.0769042
"MULTIPOLYGON (((-74.16562861043171 40.539123283682024, -74.16556336441377 40.53916336486105, -74.16538199532712 40.53906736332456, -74.16537083671669 40.538984607296904, -74.16562861043171 40.539123283682024)))",5,20031,9999,5200319999,1,1686.95692471,202.619104457
"MULTIPOLYGON (((-74.15729463313575 40.529592743005075, -74.15674791562655 40.52910478796067, -74.15688874815936 40.52901782508367, -74.15743415104085 40.529506696201615, -74.15729463313575 40.529592743005075)))",5,20032,9999,5200329999,O,11717.9527074,568.019849735
"MULTIPOLYGON (((-74.16640324197469 40.55452488439262, -74.16634468580338 40.55424373894435, -74.16645114205267 40.554212190505, -74.16650248986815 40.554439416452986, -74.16645497131097 40.55448357276776, -74.16640324197469 40.55452488439262)))",5,20033,9999,5200339999,2,2993.97357479,261.089306748
"MULTIPOLYGON (((-74.17245644063667 40.52375502444827, -74.17227837075241 40.52384111863945, -74.17211193441312 40.52362997250287, -74.1718929610923 40.52335217733717, -74.17207002745822 40.523279520250455, -74.17245644063667 40.52375502444827)))",5,20034,9999,5200349999,2,11775.5569648,526.217645248
"MULTIPOLYGON (((-73.9093500920575 40.70014990119446, -73.90918725017448 40.70005350893435, -73.90939321562081 40.699849599800736, -73.90968772354714 40.69981564150554, -73.9093500920575 40.70014990119446)))",4,20079,9999,4200799999,2,7073.30322894,387.107372357
"MULTIPOLYGON (((-74.002113657736 40.72953977388606, -74.00192606649053 40.729450598913516, -74.00212812108091 40.72921850187734, -74.0021958648693 40.7291401005258, -74.0022901905448 40.72903140099558, -74.00231703885116 40.72899950444317, -74.00236640666674 40.72894085691455, -74.002113657736 40.72953977388606)))",1,20118,9999,1201189999,2,6751.06680878,512.712307251
"MULTIPOLYGON (((-73.90439123036856 40.7453728467135, -73.90445604414529 40.745226477141514, -73.90493381305718 40.74533021557807, -73.90439123036856 40.7453728467135)))",4,20098,9999,4200989999,2,3869.2771462,345.091302264
"MULTIPOLYGON (((-73.95288506277555 40.7389119944693, -73.95276578406904 40.739260995821176, -73.95247107392322 40.73919898719506, -73.9525836624798 40.73885018420362, -73.95288506277555 40.7389119944693)))",3,24000,9985,3240009985,1,11224.0064833,433.47526877
"MULTIPOLYGON (((-73.98611401139898 40.581567538382544, -73.98576189826726 40.581840942055216, -73.98562146095118 40.581366226920444, -73.98597434450296 40.58111578802054, -73.98611401139898 40.581567538382544)))",3,24000,9993,3240009993,1,20237.0938295,619.904729437
"MULTIPOLYGON (((-73.90304030924493 40.73963744424138, -73.90278891950248 40.73958024368025, -73.90276051031279 40.74035646192682, -73.9025321355943 40.74045663136611, -73.9025867944693 40.738963351954254, -73.9028146522571 40.7388771740461, -73.90279521431258 40.739408270001555, -73.9030996869525 40.73947754871351, -73.90304030924493 40.73963744424138)))",4,20099,9999,4200999999,2,38584.8263464,1385.63126649
"MULTIPOLYGON (((-73.85414719070634 40.73649482647888, -73.85408194773238 40.7363418806346, -73.85530952333767 40.735985321434384, -73.8554123991414 40.73619328451185, -73.85592354786793 40.73604650011978, -73.85597717286024 40.73615013022968, -73.85576741586135 40.736210578222384, -73.85550228882987 40.73627282327881, -73.85523489449419 40.736329178697616, -73.85496545894634 40.73637959682714, -73.854694210006 40.73642403503595, -73.85442137702762 40.736462455748885, -73.85414719070634 40.73649482647888)))",4,20110,9999,4201109999,2,39439.110115,1219.23006066
"MULTIPOLYGON (((-73.9523572382209 40.73954846672553, -73.95247107392322 40.73919898719506, -73.95276578406904 40.739260995821176, -73.95265433252955 40.73961119162242, -73.9523572382209 40.73954846672553)))",4,24000,9982,4240009982,1,11160.6910703,432.627437125
"MULTIPOLYGON (((-73.74006741581567 40.63513875751503, -73.74013527688415 40.63530462693715, -73.7397802645725 40.63536246341553, -73.7397244185647 40.63522547643827, -73.74006741581567 40.63513875751503)))",4,24000,9984,4240009984,1,5796.11925973,316.623657128
"MULTIPOLYGON (((-74.22809239056421 40.5366549847103, -74.22878189969762 40.536729102501816, -74.22876569036367 40.536821901135276, -74.2280832929694 40.536699711414386, -74.22809239056421 40.5366549847103)))",5,20041,9999,5200419999,2,4902.34890291,438.97944862
"MULTIPOLYGON (((-73.95477397547164 40.71417356498535, -73.95509918264993 40.71416554446531, -73.95497798600533 40.714274189653366, -73.95477397547164 40.71417356498535)))",3,20148,9999,3201489999,2,1735.19134061,209.520270521
"MULTIPOLYGON (((-73.86469847343555 40.76711607384874, -73.8649313054519 40.7672086442765, -73.86534679076368 40.76754460014599, -73.86548438078606 40.767846157989, -73.86532378438936 40.767918401571976, -73.86492410893409 40.767599341436565, -73.86458252638322 40.7672915864887, -73.86469847343555 40.76711607384874)))",4,20011,9999,4200119999,O,28617.1534097,787.568730093
"MULTIPOLYGON (((-73.86503223603941 40.76692883433786, -73.86523828096878 40.76706018722318, -73.86499196660374 40.76720324030603, -73.86469847343555 40.76711607384874, -73.86503223603941 40.76692883433786)))",4,20071,9999,4200719999,O,7360.96405946,362.518677679
"MULTIPOLYGON (((-73.94823380118895 40.75400939660436, -73.94845596808682 40.7540981302947, -73.9481979338906 40.754395894584555, -73.94798054171468 40.75430164966188, -73.94823380118895 40.75400939660436)))",4,20072,9999,4200729999,2,8905.53833503,396.295834643
"MULTIPOLYGON (((-73.78782040912604 40.85832443496217, -73.78748486170956 40.85864580305816, -73.78748507394131 40.858628750813814, -73.78743163453349 40.85864801476798, -73.78778803815892 40.85831194141796, -73.78786071746956 40.85827582122858, -73.78792860269618 40.85825905818415, -73.78793319173681 40.85826938897071, -73.78782040912604 40.85832443496217)))",2,24000,9985,2240009985,1,1859.83786401,414.030079028
"MULTIPOLYGON (((-73.81642107452436 40.86130070989082, -73.81480083683505 40.863632904683776, -73.81465517619456 40.86353424797008, -73.81627417111046 40.86121754255936, -73.81642107452436 40.86130070989082)))",2,24000,9988,2240009988,1,49105.9240752,2020.84339769
"MULTIPOLYGON (((-73.98155689402822 40.779413198367116, -73.98128306157754 40.77929862566013, -73.98127933302045 40.77929633057516, -73.98127614477377 40.77929360603836, -73.98127357855635 40.77929052410322, -73.98127170542296 40.77928716582653, -73.9812705715488 40.77928362036554, -73.98127020889207 40.77927998227819, -73.98127062690273 40.77927634701921, -73.98127181489181 40.77927281184109, -73.9812737396635 40.77926946949012, -73.98127635262325 40.77926640820761, -73.98127958385507 40.7792637099278, -73.98128301585352 40.779259000859355, -73.98128550808298 40.7792555757542, -73.98131534845291 40.779214560024585, -73.98134873104792 40.77916846873003, -73.98138211241007 40.779122384629325, -73.98141548780491 40.77907629331365, -73.98144887026078 40.77903020379009, -73.98148225148628 40.77898411245541, -73.98151562555564 40.77893802921408, -73.98154900787338 40.77889193785957, -73.98158238185235 40.77884584739426, -73.98160612472502 40.77881307020684, -73.98161576407567 40.77879976322379, -73.98161937616206 40.778794786724596, -73.98164156298857 40.77876421641221, -73.98164619778308 40.778757831689695, -73.98164688155013 40.77875694840598, -73.98164759374272 40.778756084037326, -73.98164835094552 40.77875523858642, -73.98164914368209 40.778754410250656, -73.98164997431863 40.77875360983649, -73.9816508393043 40.77875282653739, -73.9816517398212 40.778752069358475, -73.98165267705531 40.77875133379742, -73.98165363797324 40.77875062885721, -73.98165464271597 40.77874994553601, -73.98165567469768 40.77874928833372, -73.981656730364 40.77874865905079, -73.98165928426424 40.77874483772613, -73.98166207131628 40.7787418052784, -73.98166251449531 40.77874132358024, -73.98166635825322 40.77873818684233, -73.98167073970562 40.77873548873435, -73.98167247894025 40.778734694768076, -73.98167557354581 40.77873328147181, -73.98168076499302 40.77873160736324, -73.98168621216062 40.77873050151188, -73.98169180961288 40.77872998281158, -73.98169744717705 40.778730063851825, -73.98170301468492 40.77873074191358, -73.98170840197103 40.77873200347189, -73.98190252949688 40.778824295971695, -73.98190277586816 40.77882440317016, -73.98194153317279 40.778841229729935, -73.98194738421263 40.778844814645254, -73.98195098248318 40.77884702233967, -73.9819573096601 40.778850903594254, -73.98196260363122 40.77885559603919, -73.98196873788886 40.77886759168776, -73.98197269156965 40.778891593389886, -73.98197493392155 40.77890520663148, -73.98196786024452 40.77895449901162, -73.98191302451956 40.77914083762457, -73.98187257842588 40.7792782767051, -73.98183536327201 40.779404734655174, -73.98180841113333 40.77947223654082, -73.98180635320863 40.779477392490726, -73.98180548428113 40.77947956796651, -73.98180202411237 40.7794834161659, -73.98179797409173 40.77948692118077, -73.98179339701818 40.779490032592854, -73.98178835569001 40.77949270358583, -73.98178292711866 40.77949489545029, -73.98177718949843 40.779496576680955, -73.98177122812967 40.779497722077245, -73.98176512949479 40.7794983154437, -73.98175898125908 40.779498347789236, -73.98175747800018 40.779498216978446, -73.98175287582427 40.779497817327396, -73.98174690203496 40.779496733977865, -73.98173914004084 40.77949351615475, -73.98169871324637 40.77947675860214, -73.98165097007552 40.7794561718363, -73.98164961858102 40.77945556648372, -73.9816036914749 40.77943498268886, -73.98155689402822 40.779413198367116), (-73.98150059859208 40.77936040101151, -73.98163281474594 40.778896810357494, -73.98134316753715 40.77929293162686, -73.98150059859208 40.77936040101151)))",1,20085,9999,1200859999,2,27907.8140903,1117.63882892
"MULTIPOLYGON (((-73.90852809203666 40.8892966378455, -73.90848546898133 40.88931092591519, -73.90844058982273 40.88932043678342, -73.90839437887254 40.889324974568424, -73.90834778787229 40.88932444581182, -73.90830177639113 40.88931886140369, -73.90825729206232 40.88930833635814, -73.90824440071944 40.88929978654158, -73.90823350109031 40.889289767123785, -73.90822488013566 40.889278541892516, -73.90821876482374 40.889266406381694, -73.9082153161548 40.88925368009051, -73.90821462492252 40.88924069807191, -73.90821670932377 40.88922780211125, -73.90822151447973 40.88921533172808, -73.90822891388086 40.88920361523725, -73.90823871271766 40.889192961105365, -73.90825065300977 40.8891836498295, -73.90826442039797 40.889175926552646, -73.90827965242046 40.88916999460946, -73.90829594805565 40.88916601017331, -73.90834117734956 40.88916518859266, -73.90838604282044 40.88916961042878, -73.9084294951741 40.88917917226568, -73.90847051816469 40.88919365047518, -73.9085081523617 40.88921270644691, -73.9085415175883 40.88923589450737, -73.90854685307119 40.889241606446525, -73.90855080523768 40.88924793301102, -73.90855325478232 40.88925468321919, -73.90855412775953 40.88926165330066, -73.90855339781604 40.889268632847624, -73.90855108698634 40.88927541116647, -73.90854726502769 40.88928178363802, -73.90854204731434 40.88928755789451, -73.90853559135469 40.88929255962665, -73.90852809203666 40.8892966378455)))",2,20122,9999,2201229999,O,4269.94050249,244.383060734
